participant_id,activity,phase,window_id,start_time,end_time,sd_ENMO,dom_freq,energy_band_1,median_ENMO
BIRRO,marche lente,1,25,2024-09-19T15:47:00Z,2024-09-19T15:47:04.966667Z,0.297341329820409,1.82432432432432,0.000282394380576686,-0.0156508549627777
BIRRO,marche lente,1,26,2024-09-19T15:47:05Z,2024-09-19T15:47:09.966667Z,0.33685482043015,1.82432432432432,0.00163741007078165,0.0103962376729271
BIRRO,marche lente,1,27,2024-09-19T15:47:10Z,2024-09-19T15:47:14.966667Z,0.368360025005284,1.82432432432432,0.00136332405797088,0.0485431420443609
BIRRO,marche lente,1,28,2024-09-19T15:47:15Z,2024-09-19T15:47:19.966667Z,0.361948459314959,1.82432432432432,0.000651527810847317,0.0735112786617026
BIRRO,marche lente,1,29,2024-09-19T15:47:20Z,2024-09-19T15:47:24.966667Z,0.375799804981196,1.82432432432432,0.0070246604108511,0.0103897014685211
BIRRO,marche lente,1,30,2024-09-19T15:47:25Z,2024-09-19T15:47:29.966667Z,0.391596006797453,1.82432432432432,0.000134485005527066,0.0514570703631507
BIRRO,marche lente,1,31,2024-09-19T15:47:30Z,2024-09-19T15:47:34.966667Z,0.367403585287689,1.82432432432432,0.000658299050795591,0.0529668210622529
BIRRO,marche lente,1,32,2024-09-19T15:47:35Z,2024-09-19T15:47:39.966667Z,0.353626254621272,1.82432432432432,0.000355633364309639,-0.0152313387232257
BIRRO,marche lente,1,33,2024-09-19T15:47:40Z,2024-09-19T15:47:44.966667Z,0.330642716866398,1.82432432432432,0.000314158645992367,0.0237544055926853
BIRRO,marche lente,1,34,2024-09-19T15:47:45Z,2024-09-19T15:47:49.966667Z,0.302608916548454,1.82432432432432,0.000505351033301126,0.0238210566267535
BIRRO,marche lente,1,35,2024-09-19T15:47:50Z,2024-09-19T15:47:54.966667Z,0.292041282629998,1.82432432432432,0.00157692579839036,-0.0173409480111959
BIRRO,marche lente,1,36,2024-09-19T15:47:55Z,2024-09-19T15:47:59.966667Z,0.280076515123181,1.82432432432432,4.03594050121498e-05,0.00327493016599767
BIRRO,marche rapide,1,1,2024-09-19T15:48:30Z,2024-09-19T15:48:34.966667Z,0.509457775117426,2.02702702702703,5.07922680889232e-05,0.0849617161935026
BIRRO,marche rapide,1,2,2024-09-19T15:48:35Z,2024-09-19T15:48:39.966667Z,0.529304655401968,2.02702702702703,0.000334109833282492,0.066893136803972
BIRRO,marche rapide,1,3,2024-09-19T15:48:40Z,2024-09-19T15:48:44.966667Z,0.549518268449201,2.02702702702703,0.000420505152365428,0.12283073813697
BIRRO,marche rapide,1,4,2024-09-19T15:48:45Z,2024-09-19T15:48:49.966667Z,0.562301987096358,2.02702702702703,0.000364782083721144,0.108124304320817
BIRRO,marche rapide,1,5,2024-09-19T15:48:50Z,2024-09-19T15:48:54.966667Z,0.604603485622504,2.02702702702703,0.00286883995466216,0.0802575462343378
BIRRO,marche rapide,1,6,2024-09-19T15:48:55Z,2024-09-19T15:48:59.966667Z,0.578056745401182,2.02702702702703,0.00494476882681524,0.0595866250291445
BIRRO,marche rapide,1,7,2024-09-19T15:49:00Z,2024-09-19T15:49:04.966667Z,0.549758993046873,2.02702702702703,0.000677748250576048,0.088385541083948
BIRRO,marche rapide,1,8,2024-09-19T15:49:05Z,2024-09-19T15:49:09.966667Z,0.564762125408695,2.02702702702703,0.00245092014001055,0.188174798356868
BIRRO,marche rapide,1,9,2024-09-19T15:49:10Z,2024-09-19T15:49:14.966667Z,0.588611569131137,2.02702702702703,0.00525402637579632,0.0669248593624286
BIRRO,marche rapide,1,10,2024-09-19T15:49:15Z,2024-09-19T15:49:19.966667Z,0.603099891742305,2.02702702702703,0.00182541701806431,0.137158931265218
BIRRO,marche rapide,1,11,2024-09-19T15:49:20Z,2024-09-19T15:49:24.966667Z,0.566929139185758,2.02702702702703,0.00131164411818623,0.138018771928633
